question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
5926,Câu 10: Some snakes have hollow teeth they are called fans that they use to poison their victims.,A. Some,B. they are called,C. use,D. their,,
5927,Câu 11: What the woman was saying were so important that I asked everyone to stop talking and listen.,A. What,B. was saying,C. were,D. to stop taking,,
5928,Câu 12: George is not enough intelligent to pass this economics class without help.,A. enough intelligent,B. to pass,C. economics,D. help,,
5929,Câu 13: The proposal seemed like a good idea. The manager refused it.,A. The manager didn't like to proposal because it didn't seem a good idea.,"B. Since the proposal seemed like a good idea, the manager refused it.",C. The manager refused the proposal although it seemed like a good idea.,"D. The proposal didn't seem like a good idea, so the manager didn't accept it.",,
5930,Câu 14: Sports clear my mind. They also help me maintain a healthy lifestyle.,"A. Not only do sports clear my mind, but they also help me maintain a healthy lifestyle.",B. Neither do sports clear my mind nor help me maintain a healthy lifestyle.,C. Sports clear my mind so that I can maintain a healthy lifestyle.,D. All that sports can do is to clear my mind instead of maintaining a healthy lifestyle.,,
5931,"Câu 15: Mark the letter A, B, C, or D on your answer sheet to indicate the word that differs from the rest in the position of the primary stress in each of the following questions.",A. argument,B. admission,C. domestic,D. acquaintance,,
5932,"Câu 16: Mark the letter A, B, C, or D on your answer sheet to indicate the word that differs from the rest in the position of the primary stress in each of the following questions.",A. precede,B. confide,C. modern,D. remind,,
5933,"Câu 17: Mark the letter A, B, C, or D on your answer sheet to indicate the word whose underlined part differs from the other three in pronunciation in each of the following questions.",A. blood,B. food,C. mood,D. boot,,
5934,"Câu 18: Sleeping, resting, and to drink fruit juice are the best ways to cure for a cold.",A. Sleeping,B. to drink,C. juice,D. best ways,,
5935,Câu 19: The novel was such interesting that I read it from the beginning to the end in 4 hours.,A. such,B. read,C. the beginning,D. in,,
5936,Câu 20: The result of the studies have had a strong impact on future developments.,A. of,B. have had,C. strong,D. on,,
5937,Câu 21: The news surprised everyone in the family.&nbsp;,A. Everyone in the family found the news surprising.,B. The news in the family made everyone surprisingly.,C. The news made everyone surprised in the family.,D. Everyone was surprised by the news in the family.,,
5938,Câu 22: People say that Cameron was the best director of his time.,A. Cameron is said to be best director of his time.,B. Cameron was said to have been the best director of his time.,C. It was said that Cameron was the best director of his time.,D. Cameron is said to have been the best director of his time.,,
5939,"Câu 23: ""Be sorry for sending the wrong information, Kate"" said Rita.","A. Kate sent the wrong information, and she was sorry.",B. Rita apologized to Kate for sending her the wrong information,C. Rita was sorry about Kate's sending the wrong information.,D. Rita was sorry for not sending Kate the information.,,
5940,"Câu 24: If you ________a wallet in the street, what would you do with it?",A. found,B. have found,C. find,D. had found,,
5941,"Câu 25: While Peter ________the rose bush in the back yard, the phone rang.",A. were watering,B. has watered,C. watered,D. was watering,,
5892,Câu 1: They _________ enthusiastically when their teacher ___________in.,A. will discuss/ will come,B. will have discussed/ comes,C. were discussing/ came,D. discuss/ comes,,
5893,"Câu 2: The earthquake, and tsunami that followed, has killed over 1300 people, the majority of ________were in the city of Palu in Central Sulawesi, Indonesia.",A. which,B. them,C. whom,D. that,,
5894,Câu 3: There is no excuse for your late submission! You _________ the report by last Monday.,A. needn’t have finished,B. mightn’t have finished,C. should have finished,D. must have finished,,
5895,"Câu 4: I don’t think Jill would be a good teacher. She’s got little patience, __________?",A. hasn’t she,B. does she,C. doesn’t she,D. has she,,
5896,Câu 5: There are billions of stars in_________ space.,A. a,B. an,C. the,D. x,,
5897,"Câu 6: _________ ten minutes earlier, you would have got a better seat.",A. If you arrived,B. Had you arrived,C. Were you arrived,D. If you hadn’t arrived,,
5898,Câu 7: The boys proposed that their group leader__________ a camping trip.,A. organize,B. organized,C. organizes,D. organizing,,
5899,"Câu 8: In some parts of the country, prices are__________ than in others.",A. the highest,B. higher and higher,C. highest,D. more and more high,,
5900,Câu 9: I deeply regret __________ to her so severely last night. She was badly hurt.,A. to speak,B. to be speaking,C. being spoken,D. having spoken,,
5901,Câu 10: No sooner ________ than he begins to be washed.,A. a human being born,B. a human being had been born,C. was a human being born,D. is a human being born,,
5902,Câu 11: Ensoleill and Sunny are talking about Ted’s accident last week.Ensoleill: “A motor bike knocked Ted down”.Sunny: “______________”,A. How terrific!,B. Poor Ted!,C. What it is now?,D. What a motor bike!,,
5903,"Câu 12: Having found guilty of racketeering, the mobster was sentenced to a number of years in prison.",A. Having found,B. of,C. was sentenced,D. a number,,
5904,Câu 13: Most people consider it women's responsible to take care of children and do housework.,A. Most,B. v,C. responsible,D. do,,
5905,Câu 14: They have made a lot of progress until the country became independent.,A. until,B. a lot of,C. independent,D. became,,
5906,"Câu 15: Mary was very disappointed. However, she tried to keep calm.&nbsp;",A. Mary was too disappointed to keep calm.,B. Mary lost her temper because of her disappointment.,"C. Disappointed as she was, Mary tried to keep calm.","D. Feeling disappointed, Mary tried to keep calm, but she failed.",,
5907,Câu 16: She gave a great performance at the festival. We now know she has artistic talent.,"A. But for her great performance at the festival, we wouldn't know about her artistic talent now.","B. Amazing as her artistic talent is, we don't know about her great performance at the festival.","C. Although she gave a great performance at the festival, we know she has artistic talent.",D. Hardly had we know about her artistic talent when she gave a great performance at the festival.,,
5908,Câu 17: Be careful or you may get lost and run out of money.” She said.&nbsp;,A. She advised me to be careful or I might get lost and run out of money.,B. She warned me to be careful or I had to get lost and run out of money.,C. She ordered me to be careful and I might get lost and run out of money.,D. She told me to be careful if I got lost and run out of the money.,,
5909,Câu 18: It isn’t necessary for us to get a visa for Singapore.,A. We mustn’t get a visa for Singapore.,B. We needn’t get a visa for Singapore.,C. We mayn’t get a visa for Singapore.,D. We shouldn’t get a visa for Singapore.,,
5910,Câu 19: The last time I went to the museum was a year ago.,A. I have not been to the museum for a year.,"B. A year ago, I often went to the museum.",C. My going to the museum lasted a year.,D. At last I went to the museum after a year.,,
5911,"Câu 20: Were it not for the money, this job wouldn’t be worthwhile.&nbsp;","A. Although the salary is poor, the job is worthwhile.",B. The only thing that makes this job worthwhile is the money.,"C. This job is not rewarding at all, so everyone wants to get it.","D. This job offers a poor salary, so it is worthwhile.",,
5912,Câu 21: The burglar was caught red-handed by the police when he broke into the flat.&nbsp;,A. The police caught the burglar to break into the flat.,B. The police caught the burglar breaking into the flat.,C. The police caught the burglar when breaking into the flat.,"D. Then the burglar had broken into the flat, the police caught him at one.",,
5913,Câu 22: He didn’t pay attention to what I said.,A. He had no intention of talking to me.,B. He didn’t hear me even though I was saying to him.,C. He took no notice of my words.,D. He didn’t pay attention because I didn’t say a word.,,
5914,Câu 23: Such characters as fairies or witches in Walt Disney animated cartoons are purely _________,A. imaginable,B. imaginative,C. imagining,D. imaginary,,
5915,Câu 24: Neither Mary nor her brothers _________at the party yet. They may be getting stuck in the traffic.,A. are arriving,B. have arrived,C. has arrived,D. is arriving,,
5916,Câu 25: The old market is said _________in a fire two years ago.,A. to be destroyed,B. to have destroyed,C. to have been destroyed,D. to be destroying,,
5867,Câu 1: Do you know that ________ longest river in ________ world is ________ Nile?,A. the/the/the,B. a/the/the,C. x/the/a,D. the/the/x,,
5868,Câu 2: The revolving door remained ________ because Posey was pushing on it the wrong way.,A. station,B. stationed,C. stationary,D. stationery,,
5869,"Câu 3: ________ at the airport more early, he would have met his friend.",A. Then he arrived,B. Had he arrived,C. When he arrived,D. He has arrived,,
5870,"Câu 4: You must have forgotten to send the email, ________ there’s nothing in my inbox.",A. because of,B. for,C. due to,D. owning to,,
5871,Câu 5: My little girl is tired now because she ________ all day.,A. studies,B. studied,C. has been studying,D. has studied,,
5872,"Câu 6: ________________________, he left the hall quickly.",A. Not be rewarded with a smile,B. Not rewarding with a smile,C. Not having rewarded with a smile,D. Not being rewarded with a smile,,
5873,"Câu 7: As ________ in Greek and Roman mythology, harpies were frightful monsters that were half woman and half bird.",A. description,B. describing,C. to describe,D. described,,
5874,"Câu 8: Scientists have invented walls and windows that can block out the noise, which allows individuals to focus on their work without ________.",A. be disturbed,B. disturbing,C. being disturbed,D. being disturbing,,
5875,Câu 9: New sources of energy have been looking for as the number of fossil fuels continues to decrease.,A. New sources,B. been looking,C. fossil,D. continues,,
5876,Câu 10: Almost poetry is more enjoyable when it is read aloud.,A. is more,B. Almost,C. it is,D. enjoyable,,
5877,"Câu 11: Learning the language in the country in which it is spoken is, of course, a________ more effective and faster process than studying in your own country.",A. lots,B. far,C. so,D. very,,
5878,"Câu 12: “I’m sorry I gave you the wrong number”, said Paul to Susan.",A. Paul apologized to Susan for having given the wrong number.,B. Paul accused Susan of having given him the wrong number.,C. Paul thanked to Susan for giving the wrong number.,D. Paul denied giving Susan the wrong number.,,
5879,Câu 13: I needn’t have watered the garden because it came down in torrents after that.,A. If only I had watered the garden before it came down in torrents.,B. It’s a pity I had watered the garden before it came down in torrents.,C. I regret having watered the garden before it came down in torrents.,"D. If it had came down in torrents, I wouldn’t have watered the garden.",,
5880,Câu 14: The students complained that the teacher was inexperienced.&nbsp;,A. The teacher was popular despite his inexperience.,B. The teacher was favored because of his inexperience.,C. The students praised the teacher for his inexperience.,D. The teacher was not supported for his inexperience.,,
5881,Câu 15: We gain more knowledge about how to stay safe online. We worry about the threats of cybercrime less.,"A. The more knowledge about how to stay safe online we gain, the more we worry about the threats of cybercrime.","B. The more we stay online to gain safety knowledge, the less we worry about the threats of cybercrime.","C. The more knowledge about how to stay safe online we gain, the less we worry about the threats of cybercrime.","D. The more we know about how to stay safe online, we worry about the threats of cybercrime less",,
5882,Câu 16: We arrived at the airport. We realized our passports were still at home.,"A. Not until we arrived at the airport, did we realize that our passports were still at home.",B. We arrived at the airport and realized that our passports are still at home.,"C. Not until had we arrived at the airport, we realized our passports were still at home.",D. It was until we arrived at the airport that we realize our passports were still at home.,,
5883,"Câu 17: Blacken the letter A, B, C, or D on your answer sheet to indicate the word with the main stress different from that of the other three words in each question.",A. escape,B. before,C. enough,D. welfare,,
5884,"Câu 18: Blacken the letter A, B, C, or D on your answer sheet to indicate the word with the main stress different from that of the other three words in each question.",A. situation,B. examination,C. generation,D. education,,
5885,"Câu 19: Blacken the letter A, B, C, or D on your answer sheet to indicate the word whose underlined part is pronounced differently from the other three in each question.",A. wicked,B. beloved,C. learned,D. cooked,,
5886,"Câu 20: Blacken the letter A, B, C, or D on your answer sheet to indicate the word whose underlined part is pronounced differently from the other three in each question.",A. shame,B. drank,C. cable,D. blaze,,
5887,"Câu 21: Mark the letter A, B, C, or D on your answer sheet to indicate the word whose underlined part differs from the other three in pronunciation in each of the following questions.",A. approached,B. noticed,C. supported,D. finished,,
5888,"Câu 22: Mark the letter A, B, C, or D on your answer sheet to indicate the word whose underlined part differs from the other three in pronunciation in each of the following questions.",A. them,B. threaten,C. through,D. thunder,,
5889,"Câu 23: Mark the letter A, B, C, or D on your answer sheet to indicate the word that differs from the rest in the position of the primary stress in each of the following questions.",A. centralise,B. achievement,C. combustion,D. diversit,,
5890,"Câu 24: Mark the letter A, B, C, or D on your answer sheet to indicate the word that differs from the rest in the position of the primary stress in each of the following questions.",A. relevant,B. assistant,C. argument,D. attitude,,
5891,"Câu 25: My parents lent me the money. _________, I couldn’t have afforded the trip.",A. Therefore,B. However,C. Only if,D. Otherwise,,
5842,Câu 1: How does she often go to school?_____________ foot.,A. By,B. In,C. On,D. At,,
5843,Câu 2: This test is _________ difficult that I can’t solve it.,A. too,B. enough,C. so,D. very,,
5844,Câu 3: Marry_________________ guitar at the moment.,A. playing,B. is playing,C. plays,D. play,,
5845,Câu 4: Is there____________ rice left?,A. some,B. the,C. any,D. a,,
5846,Câu 5: Orange and apple are very good_________ you.,A. to,B. at,C. for,D. on,,
5847,Câu 6: He_____________ fishing with his father and brother.,A. often goes,B. goes often,C. often go,D. is often going,,
5848,Câu 7: What does she usually do _________ her free time?,A. on,B. in,C. at,D. during,,
5849,Câu 8: She likes ____________ volleyball with some of her best friends.,A. playing,B. play,C. being playing,D. play the,,
5850,Câu 9: My teacher_____________ late for school.,A. is never,B. never is,C. never goes,D. goes never,,
5851,Câu 10: My family………………… Hue next summer vacation.,A. is going to visit,B. visits,C. are visiting,D. is visiting,,
5852,Câu 11: I’m going ____________ my uncle this weekend.,A. visit,B. to visit,C. visiting,D. to visiting,,
5853,Câu 12: _____________ going fishing tomorrow?,A. Let’s,B. How,C. What about,D. Why don’t,,
5854,Câu 13: We are going to stay ____________ our grandparents on this next summer.,A. for,B. with,C. on,D. at,,
5855,"Câu 14: This year, she is going to stay_________ a hotel in Cat Ba beach.",A. on,B. in,C. at,D. with,,
5856,Câu 15: She is going to visit Halong bay __________ seven days.,A. in,B. on,C. at,D. for,,
5857,Câu 16: The sign says: “Keep_____________ the grass.”,A. off,B. away,C. out,D. in,,
5858,"Câu 17: The three Rs stands _________ reduce, reuse and recycle.",A. at,B. in,C. for,D. on,,
5859,Câu 18: Would you mind____________ some vegetables for breakfast?,A. buy,B. to buy,C. bought,D. buying,,
5860,Câu 19: Would you like me___________ the phone for you?,A. answer,B. answering,C. to answer,D. answers,,
5861,Câu 20: Linda and Jackson come __________ London.,A. for,B. to,C. from,D. in,,
5862,"Câu 21: Hai is living in a beautiful house_____ his father, mother, and siblings.",A. for,B. near,C. with,D. about,,
5863,Câu 22: There is a cloth store in front_________ my school.,A. from,B. to,C. with,D. of,,
5864,Câu 23: My hometown is_______ the city.,A. at,B. in,C. on,D. under,,
5865,Câu 24: Where is your mother? She______ in the kitchen now.,A. cooks,B. are cooking,C. is cooking,D. cooking,,
5866,"Câu 25: ______________ the homework at the moment?Yes, I am.",A. Is you doing,B. Are you doing,C. Am I doing,D. Are you done,,
5817,Câu 1: Could you please provide us ……………..some more modern equipment?,A. for,B. by,C. in,D. x,,
5818,Câu 2: I assume that you are acquainted ________ this subject since you are responsible ________ writing the accompanying materials.,A. to/for,B. with/for,C. to/to,D. with/with,,
5819,"Câu 3: Scientists ____ on the site found many ancient tools, tombs and pottery, and made some important archaeological discoveries.",A. worked,B. working,C. to work,D. to be working,,
5820,"Câu 4: That’s my friend, ................ comes from Japan.",A. which,B. who,C. whom,D. where,,
5821,Câu 5: The plants which ................ in the living room need a lot of water.,A. are,B. be,C. is,D. was,,
5822,Câu 6: She’s the woman ................ sister looks after the baby for us.,A. who,B. which,C. that's,D. whose,,
5823,"Câu 7: Marie, ................ I met at the party, called me last night.",A. that,B. whom,C. which,D. whose,,
5824,"Câu 8: Mukai Chiaki, the first female Japanese astronaut, ……….. 15 days aboard the space shuttle Columbia in space before it …….. to the Earth on July 23,1994.",A. spent - had returned,B. had spent - returned,C. was spending - was returning,D. spent - was returning,,
5825,Câu 9: I usually ______ to school by bus.,A. go,B. goes,C. going,D. gone,,
5826,Câu 10: ….name is Marry.,A. I,B. He,C. Her,D. She,,
5827,Câu 11: Ba often………….. up at 6 o’clock and ….to bed at 10 o’clock.,A. gets/goes,B. get/ go,C. got/went,D. gets/go,,
5828,Câu 12: My name is Mai. I’m ……… grade 6.,A. at,B. on,C. in,D. for,,
5829,Câu 13: Look! These schoolboys………. football in the school yard.,A. are playing,B. play,C. played,D. have played,,
5830,"Câu 14: Everyday, Ba often ………….my bike to go to school.",A. is riding,B. rode,C. rides,D. None is correct,,
5831,Câu 15: Where is Mary? She………… books in the library at the moment.,A. is reading,B. reads,C. read,D. are reading,,
5832,Câu 16: Is she a friend of ……….?,A. you,B. your,C. yours,D. you’re,,
5833,"Câu 17: My class has ……. pen, ………eraser and two books.",A. an/ an,B. a/ a,C. a/ the,D. a/an,,
5834,Câu 18: Where do you come……? I’m from Vietnam.,A. from,B. to,C. for,D. up,,
5835,Câu 19: Mike often has_________ at 11:00.,A. a lunch,B. the lunch,C. lunch,D. an lunch,,
5836,Câu 20: Linda lives ________ 19 Nguyen Thai Hoc street,A. on,B. in,C. upon,D. at,,
5837,Câu 21: My family often watch______________ every night.,A. a television,B. the television,C. an television,D. television,,
5838,"Câu 22: My class has Maths and Literature_________ Thursday, Friday and Saturday.",A. in,B. on,C. at,D. upon,,
5839,Câu 23: There is a luxurious hotel to the _______ of his house.,A. front of,B. opposite,C. right,D. between,,
5840,Câu 24: My children often spend many hours________ the computer screen.,A. in,B. among,C. on,D. upon,,
5841,Câu 25: Minh often goes to school _______ motorbike.,A. on,B. by,C. in,D. at,,
5792,Câu 1: A hydroelectric dam ______________ in this area now.,A. is building,B. is being built,C. build,D. was built,,
5793,Câu 2: Let’s _________ water by turning off tapes when not using.,A. save,B. to save,C. saving,D. saved,,
5794,Câu 3: Deforestation _________ destroying Earth’s plant and animal variety.,A. are,B. be,C. is,D. being,,
5795,Câu 4: What about ___________ the solution together this afternoon?,A. find,B. finding,C. to find,D. to finding,,
5796,Câu 5: The leopard is _________ the threat of extinction.,A. in,B. on,C. under,D. below,,
5797,Câu 6: She glanced briefly ________ his lapel badge.,A. in,B. on,C. at,D. up,,
5798,"Câu 7: After she ________ hospital, she had a long holiday.",A. leaves,B. is leaving,C. had left,D. has left,,
5799,Câu 8: The film _______ by the time we ________ to the cinema.,A. already began - got,B. have already begun - got,C. had already begun - got,D. already began - had got,,
5800,Câu 9: Laura reminded her roommate ...... her alarm clock for 6:00.,A. to set,B. setting,C. to be set,D. of setting,,
5801,"Câu 10: The boy found a wallet in the street, and then he ...... to return it to the loser.",A. tried,B. had tried,C. was trying,D. had been trying,,
5802,Câu 11: The two children blamed each other ...... the window.,A. to break,B. breaking,C. for breaking,D. having broken,,
5803,Câu 12: No one could ever accuse this government ...... about the poor.,A. not caring,B. of not caring,C. for not caring,D. not to care,,
5804,Câu 13: I was ...... to find that the film was quite ……,A. surprised - frightening,B. surprised - frightened,C. surprising - frightening,D. surprising – frightened,,
5805,Câu 14: I don't remember ...... of the decision to change the company policy on vacations. When was it decided?,A. telling,B. being told,C. to tell,D. to be told,,
5806,Câu 15: I threw my old trainers and bought some new .................. .,A. ones,B. one,C. some,D. any,,
5807,Câu 16: The campaign will hopefully ensure the survival ...... the tiger.,A. of,B. for,C. to,D. on,,
5808,Câu 17: It is possible for local wildlife to coexist ...... industry.,A. to,B. of,C. in,D. with,,
5809,Câu 18: The panda's ...... habitat is the bamboo forest.,A. nature,B. natural,C. naturalized,D. naturally,,
5810,Câu 19: The ...... friendly products are designed not to harm the natural environment.,A. environment,B. environmental,C. environmentally,D. environmentalism,,
5811,Câu 20: The waste from the chemical factory is extremely .......,A. harm,B. harmful,C. unharmed,D. harmless,,
5812,Câu 21: People are destroying the air by adding ...... to it.,A. pollutants,B. polluters,C. pollution,D. polluted,,
5813,Câu 22: Could you please provide us ……………..some more modern equipment?,A. for,B. by,C. in,D. with,,
5814,Câu 23: I would like to send these letters …………………..air mail.,A. in,B. with,C. by,D. over,,
5815,Câu 24: ……………fax transmission is commonly used in most offices.,A. A,B. An,C. The,D. x,,
5816,Câu 25: Express Money Transfer is one of the quickest ways ……..help us to send money.,A. who,B. whose,C. when,D. that,,
5767,Câu 1: Playing sports is _________ good way to stay away from stress.,A. a,B. an,C. the,D. x,,
5768,Câu 2: What’s going to be ____________ TV tonight?,A. in,B. of,C. at,D. on,,
5769,Câu 3: It’s funny __________ the comedy.,A. watch,B. watching,C. to watch,D. watched,,
5770,Câu 4: The monitor always goes to class on time _________ a good example for the class.,A. set,B. to set,C. setting,D. sets,,
5771,Câu 5: Music can _________ you beat a bad mood or maintain a good mood.,A. to help,B. helping,C. help,D. helped,,
5772,"Câu 6: Instead ___________ starting with something serene and relaxing, he played a song with fast tempo and strong beats.",A. of,B. on,C. for,D. to,,
5773,Câu 7: __________ sort of music does your father enjoy listening to?,A. When,B. Who,C. What,D. When,,
5774,Câu 8: The street is full of traffic from morning___________ night.,A. to,B. at,C. on,D. from,,
5775,Câu 9: I called the dentist ___________ an appointment to meet him this weekend.,A. to make,B. making,C. make,D. made,,
5776,"Câu 10: If I ________ that Brian had to get up early, I would have woken him up.",A. know,B. knew,C. had known,D. will know,,
5777,"Câu 11: Sam’s uncle, _____________is very rich, came to visit our orphanage.",A. that,B. who,C. whom,D. whose,,
5778,Câu 12: Can you name some countries having subtropical climate ___________ the world?,A. in,B. on,C. for,D. with,,
5779,Câu 13: It is the first of Viet Nam’s nine national parks _________ established,A. to,B. be,C. was,D. to be,,
5780,"Câu 14: If the sun hadn't been shining, we _________ gone to the beach yesterday.",A. wouldn't have,B. wouldn’t,C. won’t be,D. hadn’t,,
5781,Câu 15: Portuguese_______as an official language in this city for age.,A. have been spoken,B. has been spoken,C. has spoken,D. had spoken,,
5782,Câu 16: What do you think _________ to the park if more chemicals are released into the water?,A. happen,B. will happen,C. happens,D. happening,,
5783,"Câu 17: _________ the cold weather, we kept the fire burning all day.",A. In spite of,B. Because of,C. As though,D. Although,,
5784,Câu 18: He _________ that media company for five years.,A. has managed,B. manages,C. managed,D. is managing,,
5785,Câu 19: The cartoon is prohibited because it contains a lot of ___________ scenes,A. violence,B. violent,C. violate,D. violet,,
5786,Câu 20: This TV series is more like a portrait _________ life than any others.,A. on,B. for,C. with,D. of,,
5787,Câu 21: Television also interferes _________ family life and communication.,A. with,B. to,C. on,D. off,,
5788,"Câu 22: If you had caught the bus, you _____ late for work.",A. wouldn't have been,B. would have been,C. wouldn’t be,D. would be,,
5789,Câu 23: Max says life in the countryside is _________ than he expected.,A. more convenient,B. convenient,C. the convenient,D. most convenient,,
5790,Câu 24: That old cottage is __________ need of reconstruction.,A. on,B. in,C. with,D. for,,
5791,Câu 25: This road is so muddy when it rains that it needs __________.,A. resurface,B. resurfacing,C. resurfaced,D. to resurface,,
5742,"Câu 1: If I were offered the job, I think I ____________ it.",A. take,B. will take,C. would take,D. would have taken,,
5743,"Câu 2: Your sister used to visit you quite often, ________?",A. didn't she,B. doesn't she,C. wouldn't she,D. hadn't she,,
5744,Câu 3: They_______ time and money doing such a thing.,A. were advised not to waste,B. were advised not to be wasted,C. were advising not to waste,D. were advising not to be wasted,,
5745,Câu 4: She suggested ___________ the night away from home.,A. stay,B. staying,C. to stay,D. stayed,,
5746,"Câu 5: Hardly any of the paintings at the gallery were for sale, _____________?",A. were they,B. weren’t they,C. wasn’t it,D. was it,,
5747,Câu 6: I have to ask my father ________ permission to go camping with my classmates.,A. in,B. of,C. for,D. with,,
5748,Câu 7: She specializes in _______ novels set in eighteenth-century England.,A. history,B. historian,C. historic,D. historical,,
5749,Câu 8: Your watch is _______ mine. Yours is 300 dollars and mine is 200 dollars only.,A. cheaper than,B. more expensive than,C. as expensive as,D. the cheapest,,
5750,Câu 9: Concord used to be _______ passenger plane in the world.,A. the fastest,B. the faster,C. faster than,D. fastest than,,
5751,Câu 10: Houses in Hoi An were made _________ wood and their pillars were carved with ornamental designs.,A. by,B. with,C. of,D. from,,
5752,Câu 11: I didn't get much of an _______ of the place because it was dark when we drove through it.,A. impress,B. impression,C. impressive,D. impressively,,
5753,"Câu 12: Ho Chi Minh Mausoleum is the final resting place of Ho Chi Minh, the __________ iconic and popular leader of Vietnam.",A. most,B. more,C. much,D. least,,
5754,Câu 13: Hue was listed as a world cultural Heritage by UNESCO ___________ 1993.,A. on,B. in,C. of,D. to,,
5755,Câu 14: London is one of the most interesting city I ____________.,A. ever visit,B. have ever visited,C. ever visited,D. will ever visit,,
5756,Câu 15: New York city is famous _______ the Statue of Liberty.,A. as,B. with,C. for,D. of,,
5757,Câu 16: Gustave Eiffel was well-known for ____________ Eiffel tower.,A. design,B. designing,C. to design,D. designed,,
5758,Câu 17: How many states are there in _________ USA?,A. the,B. a,C. x,D. an,,
5759,Câu 18: It is common ____________ by car among Europe countries.,A. travelling,B. travel,C. travelled,D. to travel,,
5760,Câu 19: __________ you ever been to Holland?,A. Have,B. Do,C. Will,D. Are,,
5761,Câu 20: My village ___________ part in the sporting event soon.,A. will takes,B. is going to take,C. taking,D. takes,,
5762,Câu 21: This championship attracts millions ___________ participants all over the world.,A. in,B. on,C. to,D. of,,
5763,Câu 22: The Red Bull team is considered as __________ finalist of the two teams.,A. the strongest,B. stronger,C. the stronger,D. strongest than,,
5764,Câu 23: Where will the World cup 2020___________?,A. be held,B. held,C. hold,D. be hold,,
5765,Câu 24: Do you know which country __________ the 2022 World cup?,A. will host,B. host,C. hosting,D. has hosted,,
5766,Câu 25: The sports ____________ lasted for 2 weeks in London.,A. compete,B. competition,C. competing,D. competitive,,
5717,Câu 1: She had worked as a tourist guide before __________ a teaching career.,A. starting,B. start,C. to start,D. started,,
5718,Câu 2: He sometimes ____________ sports with friends.,A. play,B. plays,C. played,D. playing,,
5719,Câu 3: Nylon ______________ in the 1930s,A. invented,B. was invented,C. is invented,D. has been invented,,
5720,Câu 4: Most of the pupils are _____ to pass the examination.,A. enough good,B. good enough,C. too good,D. very good,,
5721,Câu 5: The weather was fine so we decided to go ____________ foot.,A. on,B. by,C. with,D. in,,
5722,"Câu 6: Every day, he _________ his buffalo to his plot of land.",A. lead,B. leads,C. to lead,D. leading,,
5723,Câu 7: Another man-made satellite has _______ up into space.,A. sent,B. be sent,C. been sent,D. sending,,
5724,Câu 8: He asked me if I was capable __________ fixing the electric cooker.&nbsp;,A. of,B. on,C. to,D. with,,
5725,Câu 9: Digital cameras is a wonderful ___________.,A. invent,B. invention,C. invented,D. inventing,,
5726,Câu 10: The books ___________ have been read by the students should be put on the shelf.,A. who,B. whose,C. that,D. what,,
5727,Câu 11: What _________ computer a miraculous device?,A. makes,B. make,C. making,D. to make,,
5728,Câu 12: She noticed a marked _______ in the children on her second visit.,A. differ,B. difference,C. different,D. differently,,
5729,"Câu 13: Three women, none of whom we _______ before, _______ out of the hall.",A. saw-had come,B. had seen-came,C. saw-came,D. had seen-had come,,
5730,"Câu 14: Nowadays, the divorce rate is higher than it used to be________ young people are allowed to decide on their marriage.",A. despite,B. but,C. even though,D. in spite of,,
5731,Câu 15: She used __________ to a special school for deaf-mute students.,A. go,B. to go,C. going,D. went,,
5732,"Câu 16: Neil has passed his examinations, _________ is good news.",A. which,B. that,C. when,D. who,,
5733,"Câu 17: After a long time of revision, she is gradually fond _________ English",A. in,B. on,C. of,D. with,,
5734,"Câu 18: If I __________a lot of money now, I ______________a new car.",A. have /will buy,B. have / would buy,C. had/ will buy,D. had/ would buy,,
5735,Câu 19: His handicap prevented him ___________ swimming all lifelong.,A. to,B. off,C. from,D. up,,
5736,Câu 20: Braille _________ a system of raised dots that can be read with the fingers by people who are blind.,A. am,B. be,C. is,D. are,,
5737,Câu 21: Mark prefers cycling ________ driving,A. than,B. for,C. to,D. as,,
5738,Câu 22: Which activities do you think would be difficult ________ blind and deaf people?,A. to,B. for,C. with,D. of,,
5739,Câu 23: Our children _______to school by bus every morning.,A. take,B. are taken,C. have taken,D. are taking,,
5740,Câu 24: We _________ some food to tomorrow’s party.,A. are bringing,B. bring,C. brought,D. would bring,,
5741,Câu 25: I prefer ___________ abroad to travelling within the country.,A. going,B. to go,C. go,D. went,,
5692,Câu 1: There is no ______that he has been here.,A. evidence,B. evidential,C. evidentially,D. evident,,
5693,"Câu 2: My parents do not allow me______, so I had to stay at home.",A. to go,B. go,C. going,D. gone,,
5694,"Câu 3: If there were flying saucers, there ______ traces of their landing.",A. would be,B. will be,C. are,D. is,,
5695,Câu 4: Do you think you will be able ______ a space trip?,A. to take,B. take,C. taking,D. taken,,
5696,Câu 5: He won't be happy if you ______ come!,A. don't,B. haven't,C. didn't,D. won't,,
5697,"Câu 6: If I ______a bird, I would be a dove.",A. were,B. is,C. was,D. am,,
5698,Câu 7: She would come to see you if she _______ your address.,A. had,B. has,C. have,D. having,,
5699,"Câu 8: The ________ of the volcano was predicted in advance, so no one was injured.",A. eruption,B. erupted,C. erupts,D. erupt,,
5700,Câu 9: The public suggested that the factories ………. with waste treatment system.,A. would equip,B. would be equipped,C. should equip,D. should be equipped,,
5701,Câu 10: The local government suggested ……. a road through the Nam Cat Tien National Park.,A. build,B. to build,C. building,D. being built,,
